Name,Category,Dosage Form,Strength,Manufacturer,Indication,Classification,Chemical_Name
Dextromycin,Antifungal,Syrup,109 mg,Boehringer Ingelheim GmbH,Diabetes,Over-the-Counter,Azithromycin
Dextronazole,Antibiotic,Inhaler,48 mg,Novo Nordisk A/S,Fever,Over-the-Counter,Metronidazole
Cefvir,Antibiotic,Ointment,889 mg,"Merck & Co., Inc.",Infection,Prescription,Cefixime
Cefmet,Antidepressant,Syrup,14 mg,CSL Limited,Fever,Over-the-Counter,Cefixime
Ibuprovir,Antiviral,Cream,336 mg,Johnson & Johnson,Depression,Over-the-Counter,Ibuprofen
Metocillin,Antifungal,Capsule,617 mg,AstraZeneca plc,Wound,Prescription,Metformin
Cefcillin,Analgesic,Drops,634 mg,Takeda Pharmaceutical Company Limited,Fever,Over-the-Counter,Cefixime
Ibuprocillin,Antipyretic,Injection,371 mg,"Gilead Sciences, Inc.",Depression,Prescription,Ibuprofen
Dextrocillin,Antiviral,Ointment,698 mg,Biogen Inc.,Pain,Prescription,Amoxicillin
Clarimycin,Antiviral,Cream,952 mg,Bristol-Myers Squibb Company,Virus,Over-the-Counter,Clarithromycin
Amoximet,Antiviral,Tablet,926 mg,Teva Pharmaceutical Industries Ltd.,Infection,Prescription,Amoxicillin
Ibuprostatin,Analgesic,Tablet,385 mg,Johnson & Johnson,Diabetes,Over-the-Counter,Ibuprofen
Doloprofen,Analgesic,Ointment,288 mg,Johnson & Johnson,Pain,Prescription,Ibuprofen
Dolomet,Antifungal,Tablet,401 mg,Bristol-Myers Squibb Company,Wound,Over-the-Counter,Paracetamol
Cefprofen,Analgesic,Capsule,959 mg,AbbVie Inc.,Infection,Over-the-Counter,Cefixime
Amoxinazole,Antidepressant,Tablet,919 mg,Teva Pharmaceutical Industries Ltd.,Infection,Prescription,Amoxicillin
Metocillin,Antidiabetic,Ointment,775 mg,Boehringer Ingelheim GmbH,Fungus,Over-the-Counter,Metformin
Amoximet,Antiseptic,Inhaler,232 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Prescription,Amoxicillin
Dolomycin,Antipyretic,Inhaler,401 mg,Boehringer Ingelheim GmbH,Virus,Over-the-Counter,Amoxicillin
Cefnazole,Antiseptic,Capsule,430 mg,Biogen Inc.,Pain,Prescription,Cefixime
Metoprofen,Antiseptic,Injection,284 mg,Sanofi S.A.,Depression,Prescription,Metformin
Acetomet,Antidiabetic,Syrup,47 mg,AbbVie Inc.,Pain,Prescription,Paracetamol
Dolonazole,Antipyretic,Drops,12 mg,Biogen Inc.,Fever,Over-the-Counter,Metronidazole
Dextromet,Antiseptic,Injection,322 mg,Roche Holding AG,Fungus,Over-the-Counter,Dextromethorphan
Clarinazole,Antiviral,Capsule,783 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Over-the-Counter,Clarithromycin
Dextroprofen,Antiviral,Syrup,199 mg,Eli Lilly and Company,Virus,Prescription,Ibuprofen
Cefnazole,Antibiotic,Capsule,954 mg,AstraZeneca plc,Diabetes,Prescription,Cefixime
Metomycin,Antipyretic,Syrup,69 mg,Roche Holding AG,Fever,Over-the-Counter,Metformin
Dolovir,Antidepressant,Drops,91 mg,AstraZeneca plc,Virus,Over-the-Counter,Paracetamol
Ibupromycin,Antifungal,Injection,938 mg,Eli Lilly and Company,Virus,Over-the-Counter,Azithromycin
Acetocillin,Antifungal,Syrup,215 mg,AstraZeneca plc,Infection,Prescription,Paracetamol
Ibuprophen,Antidiabetic,Inhaler,431 mg,AstraZeneca plc,Depression,Over-the-Counter,Ibuprofen
Acetomycin,Antiviral,Inhaler,675 mg,Bayer AG,Pain,Over-the-Counter,Amoxicillin
Acetonazole,Antifungal,Injection,765 mg,CSL Limited,Depression,Prescription,Ketoconazole
Dolonazole,Antidepressant,Ointment,379 mg,Pfizer Inc.,Wound,Prescription,Metronidazole
Claricillin,Analgesic,Injection,648 mg,Roche Holding AG,Wound,Prescription,Clarithromycin
Clarivir,Antifungal,Injection,470 mg,"Merck & Co., Inc.",Diabetes,Over-the-Counter,Clarithromycin
Acetoprofen,Antibiotic,Injection,370 mg,Boehringer Ingelheim GmbH,Infection,Over-the-Counter,Ibuprofen
Acetostatin,Analgesic,Capsule,28 mg,AstraZeneca plc,Diabetes,Prescription,Paracetamol
Clarivir,Antibiotic,Injection,280 mg,Boehringer Ingelheim GmbH,Wound,Prescription,Clarithromycin
Clariprofen,Antiseptic,Ointment,281 mg,Bristol-Myers Squibb Company,Diabetes,Over-the-Counter,Clarithromycin
Ibuprovir,Antipyretic,Syrup,102 mg,CSL Limited,Infection,Prescription,Ibuprofen
Doloprofen,Analgesic,Cream,928 mg,Boehringer Ingelheim GmbH,Diabetes,Prescription,Ibuprofen
Clariphen,Antipyretic,Tablet,303 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Over-the-Counter,Clarithromycin
Amoxicillin,Antidiabetic,Inhaler,125 mg,Eli Lilly and Company,Fungus,Prescription,Amoxicillin
Dolomet,Antiviral,Capsule,375 mg,Pfizer Inc.,Fungus,Prescription,Paracetamol
Ibuprophen,Analgesic,Ointment,212 mg,GlaxoSmithKline plc,Infection,Prescription,Ibuprofen
Dextrophen,Antidiabetic,Capsule,455 mg,Pfizer Inc.,Diabetes,Over-the-Counter,Dextromethorphan
Dextroprofen,Antiseptic,Cream,733 mg,Novartis AG,Diabetes,Over-the-Counter,Ibuprofen
Dextromet,Antidiabetic,Capsule,609 mg,GlaxoSmithKline plc,Fever,Over-the-Counter,Dextromethorphan
Clarinazole,Antidepressant,Capsule,652 mg,Bayer AG,Diabetes,Over-the-Counter,Clarithromycin
Dextrovir,Antidepressant,Ointment,922 mg,Biogen Inc.,Diabetes,Prescription,Dextromethorphan
Metocillin,Analgesic,Drops,751 mg,Roche Holding AG,Pain,Over-the-Counter,Metformin
Claristatin,Antipyretic,Syrup,474 mg,Pfizer Inc.,Fungus,Prescription,Clarithromycin
Acetostatin,Antiviral,Capsule,175 mg,Amgen Inc.,Pain,Over-the-Counter,Paracetamol
Ibuprostatin,Antibiotic,Capsule,299 mg,Takeda Pharmaceutical Company Limited,Fever,Over-the-Counter,Ibuprofen
Metocillin,Antidepressant,Inhaler,8 mg,AstraZeneca plc,Virus,Prescription,Metformin
Amoxicillin,Antiviral,Cream,987 mg,Novartis AG,Fungus,Over-the-Counter,Amoxicillin
Dolomycin,Antipyretic,Injection,111 mg,Amgen Inc.,Depression,Prescription,Amoxicillin
Dextroprofen,Antibiotic,Capsule,219 mg,Bayer AG,Wound,Prescription,Ibuprofen
Dolomet,Antiseptic,Drops,528 mg,Amgen Inc.,Pain,Over-the-Counter,Paracetamol
Amoxicillin,Antiviral,Drops,758 mg,GlaxoSmithKline plc,Wound,Over-the-Counter,Amoxicillin
Dolocillin,Analgesic,Injection,533 mg,Bayer AG,Infection,Over-the-Counter,Ibuprofen
Dolostatin,Antidepressant,Inhaler,504 mg,Boehringer Ingelheim GmbH,Virus,Over-the-Counter,Ibuprofen
Cefmycin,Analgesic,Cream,645 mg,Bayer AG,Diabetes,Over-the-Counter,Ceftriaxone
Ibuprocillin,Analgesic,Drops,30 mg,CSL Limited,Pain,Over-the-Counter,Ibuprofen
Dolomycin,Antibiotic,Drops,274 mg,Eli Lilly and Company,Fungus,Over-the-Counter,Amoxicillin
Dextromycin,Antidepressant,Inhaler,849 mg,Pfizer Inc.,Infection,Over-the-Counter,Azithromycin
Metovir,Antiviral,Capsule,750 mg,Teva Pharmaceutical Industries Ltd.,Wound,Prescription,Metformin
Dolovir,Antiviral,Capsule,296 mg,"Merck & Co., Inc.",Fungus,Over-the-Counter,Paracetamol
Amoxinazole,Antidepressant,Tablet,873 mg,Bayer AG,Depression,Prescription,Amoxicillin
Dolocillin,Analgesic,Ointment,18 mg,Takeda Pharmaceutical Company Limited,Virus,Over-the-Counter,Ibuprofen
Cefmycin,Antiseptic,Ointment,884 mg,Johnson & Johnson,Fungus,Prescription,Ceftriaxone
Dolovir,Antipyretic,Syrup,657 mg,Boehringer Ingelheim GmbH,Pain,Prescription,Paracetamol
Ibuprocillin,Analgesic,Cream,903 mg,Johnson & Johnson,Infection,Over-the-Counter,Ibuprofen
Dextromet,Antibiotic,Tablet,2 mg,Pfizer Inc.,Wound,Prescription,Dextromethorphan
Acetoprofen,Antipyretic,Capsule,194 mg,Boehringer Ingelheim GmbH,Depression,Over-the-Counter,Ibuprofen
Amoxiprofen,Antifungal,Ointment,220 mg,GlaxoSmithKline plc,Virus,Prescription,Amoxicillin
Cefcillin,Analgesic,Cream,136 mg,Boehringer Ingelheim GmbH,Depression,Prescription,Cefixime
Dextrostatin,Antibiotic,Drops,92 mg,Bristol-Myers Squibb Company,Fever,Prescription,Dextromethorphan
Metostatin,Antiviral,Ointment,832 mg,Eli Lilly and Company,Infection,Prescription,Metformin
Amoximet,Antidepressant,Drops,580 mg,AstraZeneca plc,Fungus,Over-the-Counter,Amoxicillin
Cefvir,Antipyretic,Injection,250 mg,Biogen Inc.,Pain,Prescription,Cefixime
Acetovir,Antiseptic,Injection,103 mg,Biogen Inc.,Fever,Over-the-Counter,Paracetamol
Metoprofen,Antibiotic,Tablet,416 mg,Bristol-Myers Squibb Company,Wound,Prescription,Metformin
Metophen,Antiseptic,Cream,755 mg,Teva Pharmaceutical Industries Ltd.,Infection,Prescription,Metformin
Ibuprophen,Antibiotic,Capsule,615 mg,Bristol-Myers Squibb Company,Fever,Over-the-Counter,Ibuprofen
Claristatin,Antidepressant,Drops,121 mg,Teva Pharmaceutical Industries Ltd.,Pain,Prescription,Clarithromycin
Amoxiprofen,Antipyretic,Capsule,943 mg,GlaxoSmithKline plc,Pain,Over-the-Counter,Amoxicillin
Metocillin,Antibiotic,Cream,160 mg,Teva Pharmaceutical Industries Ltd.,Depression,Over-the-Counter,Metformin
Acetovir,Analgesic,Ointment,21 mg,"Merck & Co., Inc.",Wound,Over-the-Counter,Paracetamol
Cefprofen,Antibiotic,Tablet,491 mg,Novartis AG,Virus,Over-the-Counter,Cefixime
Clarivir,Antidepressant,Capsule,310 mg,"Gilead Sciences, Inc.",Depression,Prescription,Clarithromycin
Cefvir,Analgesic,Injection,816 mg,Sanofi S.A.,Diabetes,Prescription,Cefixime
Dolostatin,Antifungal,Syrup,11 mg,GlaxoSmithKline plc,Depression,Prescription,Ibuprofen
Cefcillin,Antipyretic,Cream,9 mg,Takeda Pharmaceutical Company Limited,Diabetes,Prescription,Cefixime
Dextrovir,Antiseptic,Drops,352 mg,Biogen Inc.,Infection,Prescription,Dextromethorphan
Cefstatin,Antiseptic,Tablet,581 mg,Boehringer Ingelheim GmbH,Virus,Prescription,Cefixime
Ibuproprofen,Antidepressant,Cream,330 mg,CSL Limited,Fungus,Over-the-Counter,Ibuprofen
Cefmycin,Analgesic,Capsule,977 mg,Biogen Inc.,Fungus,Prescription,Ceftriaxone
Dextrostatin,Analgesic,Ointment,451 mg,Bristol-Myers Squibb Company,Depression,Over-the-Counter,Dextromethorphan
Dolomet,Antifungal,Tablet,67 mg,Novo Nordisk A/S,Fungus,Over-the-Counter,Paracetamol
Cefmet,Analgesic,Capsule,266 mg,AstraZeneca plc,Infection,Over-the-Counter,Cefixime
Dextromycin,Antidiabetic,Syrup,289 mg,CSL Limited,Pain,Prescription,Azithromycin
Clarimet,Antipyretic,Injection,790 mg,CSL Limited,Wound,Over-the-Counter,Clarithromycin
Claricillin,Antiseptic,Drops,7 mg,Pfizer Inc.,Infection,Over-the-Counter,Clarithromycin
Ibupromet,Antiseptic,Tablet,876 mg,Johnson & Johnson,Depression,Prescription,Ibuprofen
Dextrovir,Antibiotic,Drops,780 mg,"Gilead Sciences, Inc.",Virus,Prescription,Dextromethorphan
Amoxivir,Antibiotic,Injection,898 mg,Eli Lilly and Company,Wound,Prescription,Amoxicillin
Dextromycin,Antipyretic,Drops,554 mg,Takeda Pharmaceutical Company Limited,Fungus,Prescription,Azithromycin
Dolomet,Antiseptic,Injection,660 mg,AbbVie Inc.,Pain,Over-the-Counter,Paracetamol
Amoxistatin,Antibiotic,Syrup,481 mg,Bayer AG,Infection,Prescription,Amoxicillin
Acetocillin,Antipyretic,Cream,747 mg,Boehringer Ingelheim GmbH,Pain,Over-the-Counter,Paracetamol
Dextroprofen,Antibiotic,Cream,592 mg,AbbVie Inc.,Virus,Prescription,Ibuprofen
Clariphen,Antiviral,Tablet,574 mg,Roche Holding AG,Diabetes,Over-the-Counter,Clarithromycin
Acetonazole,Antibiotic,Capsule,166 mg,AbbVie Inc.,Wound,Over-the-Counter,Ketoconazole
Metonazole,Antidepressant,Drops,768 mg,"Gilead Sciences, Inc.",Infection,Prescription,Metronidazole
Clariprofen,Antiseptic,Inhaler,110 mg,Bayer AG,Depression,Prescription,Clarithromycin
Amoxiprofen,Antiviral,Tablet,129 mg,GlaxoSmithKline plc,Fever,Over-the-Counter,Amoxicillin
Dolostatin,Antifungal,Capsule,885 mg,Bristol-Myers Squibb Company,Depression,Over-the-Counter,Ibuprofen
Clarinazole,Antiviral,Inhaler,926 mg,"Merck & Co., Inc.",Depression,Over-the-Counter,Clarithromycin
Clarivir,Antibiotic,Tablet,532 mg,Takeda Pharmaceutical Company Limited,Virus,Over-the-Counter,Clarithromycin
Dextrovir,Antidiabetic,Syrup,957 mg,Teva Pharmaceutical Industries Ltd.,Wound,Over-the-Counter,Dextromethorphan
Metonazole,Antipyretic,Tablet,79 mg,Roche Holding AG,Infection,Over-the-Counter,Metronidazole
Dolovir,Analgesic,Cream,609 mg,Boehringer Ingelheim GmbH,Virus,Over-the-Counter,Paracetamol
Doloprofen,Antipyretic,Tablet,105 mg,Bayer AG,Virus,Over-the-Counter,Ibuprofen
Clariphen,Antiviral,Syrup,25 mg,Bayer AG,Virus,Over-the-Counter,Clarithromycin
Metocillin,Antibiotic,Drops,247 mg,"Gilead Sciences, Inc.",Infection,Over-the-Counter,Metformin
Cefphen,Antiviral,Cream,610 mg,Teva Pharmaceutical Industries Ltd.,Pain,Prescription,Cefixime
Claristatin,Antipyretic,Drops,775 mg,Boehringer Ingelheim GmbH,Fever,Over-the-Counter,Clarithromycin
Dolonazole,Antiviral,Inhaler,278 mg,Novartis AG,Diabetes,Over-the-Counter,Metronidazole
Metonazole,Antidiabetic,Drops,509 mg,AstraZeneca plc,Depression,Prescription,Metronidazole
Claristatin,Analgesic,Ointment,668 mg,"Gilead Sciences, Inc.",Depression,Prescription,Clarithromycin
Acetostatin,Antibiotic,Syrup,193 mg,AstraZeneca plc,Wound,Over-the-Counter,Paracetamol
Metomet,Antiviral,Drops,39 mg,Sanofi S.A.,Depression,Prescription,Metformin
Amoximet,Analgesic,Inhaler,21 mg,AbbVie Inc.,Wound,Over-the-Counter,Amoxicillin
Cefnazole,Antipyretic,Ointment,579 mg,Teva Pharmaceutical Industries Ltd.,Infection,Over-the-Counter,Cefixime
Amoxinazole,Antidepressant,Tablet,49 mg,AstraZeneca plc,Diabetes,Prescription,Amoxicillin
Ibuprovir,Antiviral,Ointment,199 mg,Novo Nordisk A/S,Depression,Prescription,Ibuprofen
Metoprofen,Antifungal,Ointment,104 mg,"Merck & Co., Inc.",Infection,Over-the-Counter,Metformin
Dolophen,Antiviral,Drops,11 mg,Boehringer Ingelheim GmbH,Depression,Prescription,Paracetamol
Acetophen,Antiviral,Capsule,163 mg,Takeda Pharmaceutical Company Limited,Wound,Over-the-Counter,Paracetamol
Cefmet,Antiviral,Injection,47 mg,Johnson & Johnson,Wound,Over-the-Counter,Cefixime
Metovir,Antidepressant,Cream,163 mg,Novo Nordisk A/S,Wound,Prescription,Metformin
Clarivir,Antipyretic,Inhaler,639 mg,AbbVie Inc.,Diabetes,Over-the-Counter,Clarithromycin
Cefphen,Antipyretic,Drops,506 mg,Bristol-Myers Squibb Company,Pain,Over-the-Counter,Cefixime
Metophen,Antipyretic,Drops,283 mg,Bristol-Myers Squibb Company,Depression,Over-the-Counter,Metformin
Metomycin,Antipyretic,Cream,180 mg,GlaxoSmithKline plc,Wound,Prescription,Metformin
Cefmycin,Antiseptic,Injection,122 mg,Teva Pharmaceutical Industries Ltd.,Fever,Prescription,Ceftriaxone
Cefmycin,Antipyretic,Drops,955 mg,"Gilead Sciences, Inc.",Wound,Prescription,Ceftriaxone
Acetoprofen,Antidepressant,Syrup,670 mg,CSL Limited,Depression,Over-the-Counter,Ibuprofen
Clarimet,Antibiotic,Cream,872 mg,Sanofi S.A.,Diabetes,Prescription,Clarithromycin
Dolophen,Antifungal,Drops,622 mg,Sanofi S.A.,Pain,Over-the-Counter,Paracetamol
Cefmet,Antiviral,Ointment,711 mg,"Gilead Sciences, Inc.",Fever,Over-the-Counter,Cefixime
Metomycin,Antibiotic,Injection,122 mg,Takeda Pharmaceutical Company Limited,Fungus,Prescription,Metformin
Dolomet,Antiviral,Tablet,32 mg,Takeda Pharmaceutical Company Limited,Fungus,Over-the-Counter,Paracetamol
Ibuproprofen,Antifungal,Inhaler,481 mg,Bristol-Myers Squibb Company,Wound,Over-the-Counter,Ibuprofen
Clariphen,Antifungal,Inhaler,706 mg,Pfizer Inc.,Pain,Prescription,Clarithromycin
Metocillin,Antifungal,Drops,341 mg,Eli Lilly and Company,Pain,Over-the-Counter,Metformin
Ibupronazole,Antipyretic,Cream,524 mg,Sanofi S.A.,Fungus,Over-the-Counter,Ibuprofen
Dextronazole,Antidiabetic,Syrup,459 mg,Novartis AG,Wound,Prescription,Metronidazole
Acetomet,Antidepressant,Injection,157 mg,Novartis AG,Wound,Over-the-Counter,Paracetamol
Ibupromycin,Antiseptic,Injection,332 mg,AbbVie Inc.,Depression,Over-the-Counter,Azithromycin
Clarimycin,Antidepressant,Syrup,351 mg,Eli Lilly and Company,Depression,Over-the-Counter,Clarithromycin
Amoxistatin,Antifungal,Cream,720 mg,Roche Holding AG,Virus,Prescription,Amoxicillin
Metonazole,Analgesic,Cream,839 mg,Novo Nordisk A/S,Depression,Over-the-Counter,Metronidazole
Acetomycin,Antibiotic,Injection,521 mg,Boehringer Ingelheim GmbH,Wound,Prescription,Amoxicillin
Cefcillin,Antifungal,Cream,979 mg,"Gilead Sciences, Inc.",Virus,Over-the-Counter,Cefixime
Metophen,Analgesic,Ointment,138 mg,GlaxoSmithKline plc,Pain,Over-the-Counter,Metformin
Acetomet,Analgesic,Capsule,76 mg,Pfizer Inc.,Wound,Over-the-Counter,Paracetamol
Ibuprophen,Antibiotic,Injection,905 mg,"Merck & Co., Inc.",Fever,Over-the-Counter,Ibuprofen
Dolomet,Antidepressant,Syrup,64 mg,AstraZeneca plc,Fever,Over-the-Counter,Paracetamol
Amoxiprofen,Antipyretic,Injection,940 mg,Amgen Inc.,Pain,Prescription,Amoxicillin
Clarimet,Antifungal,Cream,44 mg,GlaxoSmithKline plc,Depression,Over-the-Counter,Clarithromycin
Acetovir,Antiseptic,Syrup,504 mg,Johnson & Johnson,Fever,Prescription,Paracetamol
Amoxiprofen,Antipyretic,Inhaler,943 mg,GlaxoSmithKline plc,Wound,Prescription,Amoxicillin
Ibupronazole,Antifungal,Ointment,879 mg,AbbVie Inc.,Depression,Prescription,Ibuprofen
Metocillin,Antibiotic,Tablet,50 mg,GlaxoSmithKline plc,Fever,Over-the-Counter,Metformin
Claristatin,Antibiotic,Inhaler,649 mg,Johnson & Johnson,Diabetes,Over-the-Counter,Clarithromycin
Metocillin,Antidiabetic,Injection,861 mg,Teva Pharmaceutical Industries Ltd.,Wound,Over-the-Counter,Metformin
Ibupronazole,Antidepressant,Ointment,298 mg,Johnson & Johnson,Fever,Over-the-Counter,Ibuprofen
Clarimycin,Antiseptic,Drops,973 mg,Sanofi S.A.,Infection,Over-the-Counter,Clarithromycin
Acetonazole,Antiseptic,Syrup,940 mg,"Gilead Sciences, Inc.",Fever,Over-the-Counter,Ketoconazole
Claristatin,Antipyretic,Inhaler,212 mg,Amgen Inc.,Infection,Over-the-Counter,Clarithromycin
Dextrocillin,Antidiabetic,Drops,317 mg,Johnson & Johnson,Wound,Prescription,Amoxicillin
Clarivir,Antibiotic,Injection,682 mg,"Merck & Co., Inc.",Pain,Over-the-Counter,Clarithromycin
Amoxicillin,Antiviral,Cream,306 mg,"Merck & Co., Inc.",Pain,Over-the-Counter,Amoxicillin
Acetovir,Antidiabetic,Capsule,791 mg,Novartis AG,Wound,Over-the-Counter,Paracetamol
Metomet,Antiseptic,Ointment,219 mg,Roche Holding AG,Pain,Over-the-Counter,Metformin
Ibuprocillin,Antifungal,Cream,681 mg,GlaxoSmithKline plc,Virus,Over-the-Counter,Ibuprofen
Dextrocillin,Antifungal,Inhaler,827 mg,Johnson & Johnson,Infection,Over-the-Counter,Amoxicillin
Ibupromet,Antidiabetic,Cream,536 mg,Teva Pharmaceutical Industries Ltd.,Pain,Over-the-Counter,Ibuprofen
Dolocillin,Antipyretic,Tablet,680 mg,Novartis AG,Virus,Prescription,Ibuprofen
Dextrophen,Analgesic,Drops,5 mg,Roche Holding AG,Diabetes,Over-the-Counter,Dextromethorphan
Amoxiprofen,Antidiabetic,Drops,205 mg,"Merck & Co., Inc.",Fever,Prescription,Amoxicillin
Metomycin,Antidiabetic,Injection,85 mg,Eli Lilly and Company,Infection,Over-the-Counter,Metformin
Ibuproprofen,Antidepressant,Cream,417 mg,Bristol-Myers Squibb Company,Pain,Over-the-Counter,Ibuprofen
Cefmet,Antibiotic,Capsule,419 mg,"Merck & Co., Inc.",Fungus,Over-the-Counter,Cefixime
Acetoprofen,Antiseptic,Injection,354 mg,Bayer AG,Infection,Prescription,Ibuprofen
Ibuprovir,Analgesic,Injection,72 mg,GlaxoSmithKline plc,Fever,Over-the-Counter,Ibuprofen
Clarimet,Antiseptic,Tablet,30 mg,Bayer AG,Virus,Prescription,Clarithromycin
Dextrophen,Antiseptic,Ointment,391 mg,Eli Lilly and Company,Infection,Over-the-Counter,Dextromethorphan
Cefprofen,Antifungal,Injection,436 mg,AbbVie Inc.,Fever,Prescription,Cefixime
Doloprofen,Analgesic,Inhaler,127 mg,Johnson & Johnson,Pain,Over-the-Counter,Ibuprofen
Ibuproprofen,Antipyretic,Drops,372 mg,"Gilead Sciences, Inc.",Depression,Prescription,Ibuprofen
Acetomet,Antibiotic,Inhaler,421 mg,CSL Limited,Virus,Over-the-Counter,Paracetamol
Amoxicillin,Antiviral,Syrup,410 mg,Johnson & Johnson,Virus,Over-the-Counter,Amoxicillin
Doloprofen,Antidepressant,Drops,752 mg,Amgen Inc.,Pain,Over-the-Counter,Ibuprofen
Dextroprofen,Analgesic,Syrup,617 mg,Sanofi S.A.,Fever,Over-the-Counter,Ibuprofen
Acetovir,Analgesic,Tablet,971 mg,Johnson & Johnson,Pain,Over-the-Counter,Paracetamol
Cefvir,Analgesic,Syrup,80 mg,Johnson & Johnson,Diabetes,Prescription,Cefixime
Ibuprocillin,Antibiotic,Ointment,361 mg,Bristol-Myers Squibb Company,Fungus,Over-the-Counter,Ibuprofen
Claristatin,Antibiotic,Capsule,779 mg,Boehringer Ingelheim GmbH,Virus,Prescription,Clarithromycin
Dextromet,Antiseptic,Syrup,154 mg,Boehringer Ingelheim GmbH,Virus,Over-the-Counter,Dextromethorphan
Acetonazole,Antidepressant,Ointment,766 mg,Bayer AG,Infection,Over-the-Counter,Ketoconazole
Acetoprofen,Analgesic,Ointment,552 mg,Sanofi S.A.,Pain,Over-the-Counter,Ibuprofen
Dextrophen,Antidiabetic,Cream,928 mg,Pfizer Inc.,Wound,Over-the-Counter,Dextromethorphan
Dextromycin,Antifungal,Syrup,70 mg,Pfizer Inc.,Depression,Prescription,Azithromycin
Clarimycin,Analgesic,Syrup,930 mg,CSL Limited,Diabetes,Over-the-Counter,Clarithromycin
Acetomycin,Antiseptic,Tablet,124 mg,Pfizer Inc.,Virus,Prescription,Amoxicillin
Ibuprostatin,Antidiabetic,Drops,479 mg,GlaxoSmithKline plc,Fever,Prescription,Ibuprofen
Cefmycin,Antiviral,Inhaler,407 mg,"Merck & Co., Inc.",Infection,Prescription,Ceftriaxone
Dolocillin,Antibiotic,Ointment,201 mg,AstraZeneca plc,Infection,Over-the-Counter,Ibuprofen
Clariphen,Antiseptic,Capsule,151 mg,Sanofi S.A.,Depression,Prescription,Clarithromycin
Ibuprovir,Antipyretic,Ointment,954 mg,Amgen Inc.,Fungus,Prescription,Ibuprofen
Dolonazole,Antidiabetic,Inhaler,136 mg,Sanofi S.A.,Pain,Over-the-Counter,Metronidazole
Cefphen,Antipyretic,Syrup,29 mg,Amgen Inc.,Infection,Prescription,Cefixime
Ibuprovir,Antidepressant,Syrup,758 mg,Eli Lilly and Company,Fungus,Over-the-Counter,Ibuprofen
Dolonazole,Antidiabetic,Syrup,875 mg,Pfizer Inc.,Virus,Over-the-Counter,Metronidazole
Doloprofen,Antifungal,Tablet,495 mg,Novo Nordisk A/S,Fungus,Over-the-Counter,Ibuprofen
Metophen,Antipyretic,Inhaler,213 mg,Sanofi S.A.,Virus,Prescription,Metformin
Dolonazole,Antibiotic,Cream,767 mg,Biogen Inc.,Depression,Prescription,Metronidazole
Clariprofen,Antidepressant,Injection,413 mg,AbbVie Inc.,Infection,Over-the-Counter,Clarithromycin
Cefmet,Antibiotic,Tablet,415 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Prescription,Cefixime
Acetovir,Antifungal,Drops,171 mg,"Gilead Sciences, Inc.",Fever,Over-the-Counter,Paracetamol
Acetophen,Antidepressant,Inhaler,902 mg,Takeda Pharmaceutical Company Limited,Fungus,Prescription,Paracetamol
Cefnazole,Antipyretic,Syrup,104 mg,"Merck & Co., Inc.",Diabetes,Prescription,Cefixime
Acetostatin,Antifungal,Tablet,141 mg,Eli Lilly and Company,Diabetes,Prescription,Paracetamol
Clariphen,Antiseptic,Capsule,172 mg,Johnson & Johnson,Wound,Prescription,Clarithromycin
