Name,Category,Dosage Form,Strength,Manufacturer,Indication,Classification
Dextrostatin,Antibiotic,Syrup,388 mg,Roche Holding AG,Virus,Over-the-Counter
Dextronazole,Antibiotic,Inhaler,398 mg,Takeda Pharmaceutical Company Limited,Fever,Over-the-Counter
Ibupromycin,Antidiabetic,Ointment,375 mg,Amgen Inc.,Diabetes,Prescription
Cefmycin,Antiseptic,Cream,707 mg,Amgen Inc.,Fungus,Prescription
Dextronazole,Antifungal,Cream,82 mg,Takeda Pharmaceutical Company Limited,Fungus,Prescription
Ibuprostatin,Antidiabetic,Syrup,797 mg,Amgen Inc.,Infection,Prescription
Acetoprofen,Antiviral,Capsule,926 mg,Amgen Inc.,Fungus,Prescription
Dextromet,Antidepressant,Syrup,817 mg,AstraZeneca plc,Infection,Prescription
Ibupromet,Antibiotic,Inhaler,18 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Over-the-Counter
Acetostatin,Antiseptic,Injection,996 mg,GlaxoSmithKline plc,Virus,Over-the-Counter
Amoxiprofen,Antidiabetic,Syrup,173 mg,Biogen Inc.,Fungus,Over-the-Counter
Amoxivir,Antiseptic,Inhaler,428 mg,Johnson & Johnson,Diabetes,Over-the-Counter
Cefmycin,Antidiabetic,Capsule,744 mg,Boehringer Ingelheim GmbH,Pain,Prescription
Dextroprofen,Antidiabetic,Drops,778 mg,Amgen Inc.,Fever,Over-the-Counter
Dextrovir,Analgesic,Cream,299 mg,AstraZeneca plc,Depression,Prescription
Metoprofen,Antidiabetic,Injection,889 mg,Pfizer Inc.,Pain,Prescription
Ibuprostatin,Antiseptic,Inhaler,692 mg,GlaxoSmithKline plc,Fungus,Over-the-Counter
Metonazole,Antiseptic,Syrup,642 mg,Novartis AG,Virus,Over-the-Counter
Cefstatin,Analgesic,Syrup,957 mg,Teva Pharmaceutical Industries Ltd.,Infection,Prescription
Metoprofen,Antidepressant,Capsule,763 mg,Novo Nordisk A/S,Fever,Over-the-Counter
Dolomycin,Antiviral,Drops,514 mg,Biogen Inc.,Pain,Prescription
Clariprofen,Antidepressant,Syrup,592 mg,AbbVie Inc.,Fever,Prescription
Cefmet,Antiseptic,Cream,957 mg,Teva Pharmaceutical Industries Ltd.,Fever,Prescription
Amoxistatin,Antidepressant,Tablet,284 mg,Teva Pharmaceutical Industries Ltd.,Wound,Prescription
Acetomet,Analgesic,Capsule,997 mg,"Gilead Sciences, Inc.",Fungus,Prescription
Clarimycin,Antifungal,Cream,482 mg,Novartis AG,Diabetes,Over-the-Counter
Ibuproprofen,Antidepressant,Drops,120 mg,Biogen Inc.,Diabetes,Prescription
Acetocillin,Antidepressant,Inhaler,383 mg,Amgen Inc.,Fever,Prescription
Ibupromycin,Analgesic,Drops,398 mg,"Merck & Co., Inc.",Diabetes,Over-the-Counter
Dolophen,Analgesic,Drops,130 mg,"Merck & Co., Inc.",Depression,Prescription
Amoxicillin,Antibiotic,Inhaler,164 mg,Novo Nordisk A/S,Wound,Prescription
Dolomet,Antiviral,Tablet,121 mg,AstraZeneca plc,Infection,Over-the-Counter
Acetoprofen,Antiviral,Ointment,173 mg,Bristol-Myers Squibb Company,Pain,Over-the-Counter
Dolocillin,Antiseptic,Inhaler,222 mg,Takeda Pharmaceutical Company Limited,Infection,Over-the-Counter
Cefnazole,Antidiabetic,Drops,168 mg,Bristol-Myers Squibb Company,Pain,Prescription
Ibuprovir,Antiseptic,Capsule,724 mg,Boehringer Ingelheim GmbH,Infection,Prescription
Metophen,Antipyretic,Ointment,433 mg,AbbVie Inc.,Pain,Prescription
Ibuprostatin,Antipyretic,Syrup,179 mg,"Merck & Co., Inc.",Fever,Prescription
Ibuprocillin,Analgesic,Injection,899 mg,Johnson & Johnson,Infection,Prescription
Dolovir,Antidiabetic,Inhaler,36 mg,CSL Limited,Wound,Prescription
Dolomycin,Antidiabetic,Capsule,747 mg,Takeda Pharmaceutical Company Limited,Virus,Over-the-Counter
Acetocillin,Antipyretic,Syrup,892 mg,Pfizer Inc.,Fungus,Over-the-Counter
Dolomet,Antidepressant,Ointment,105 mg,Takeda Pharmaceutical Company Limited,Fever,Over-the-Counter
Metophen,Antifungal,Syrup,604 mg,Johnson & Johnson,Virus,Prescription
Acetoprofen,Antiseptic,Tablet,819 mg,Takeda Pharmaceutical Company Limited,Fever,Over-the-Counter
Metoprofen,Antibiotic,Injection,616 mg,Novartis AG,Wound,Over-the-Counter
Ibuprostatin,Antiseptic,Ointment,344 mg,Takeda Pharmaceutical Company Limited,Fungus,Prescription
Dextroprofen,Antibiotic,Injection,798 mg,Bristol-Myers Squibb Company,Diabetes,Prescription
Dolostatin,Antidepressant,Capsule,668 mg,Novo Nordisk A/S,Infection,Over-the-Counter
Metonazole,Analgesic,Tablet,613 mg,"Merck & Co., Inc.",Depression,Prescription
Ibuprophen,Antidepressant,Injection,662 mg,Bayer AG,Diabetes,Prescription
Metophen,Antiviral,Capsule,765 mg,Amgen Inc.,Diabetes,Over-the-Counter
Ibupromycin,Antidepressant,Injection,55 mg,"Gilead Sciences, Inc.",Depression,Prescription
Ibuprocillin,Antibiotic,Inhaler,256 mg,Takeda Pharmaceutical Company Limited,Infection,Over-the-Counter
Ibuprocillin,Antifungal,Tablet,969 mg,"Merck & Co., Inc.",Pain,Over-the-Counter
Ibupromet,Antifungal,Cream,653 mg,Eli Lilly and Company,Virus,Prescription
Amoxiphen,Antipyretic,Tablet,316 mg,"Gilead Sciences, Inc.",Infection,Over-the-Counter
Dextrophen,Antibiotic,Capsule,837 mg,Biogen Inc.,Fungus,Over-the-Counter
Dextrostatin,Antidiabetic,Injection,611 mg,Takeda Pharmaceutical Company Limited,Fungus,Over-the-Counter
Dolocillin,Antibiotic,Capsule,329 mg,Amgen Inc.,Pain,Prescription
Clarimet,Analgesic,Drops,225 mg,Bristol-Myers Squibb Company,Wound,Prescription
Clariphen,Antiviral,Syrup,345 mg,"Merck & Co., Inc.",Fever,Prescription
Cefprofen,Antidepressant,Tablet,791 mg,Novartis AG,Fever,Prescription
Amoxiphen,Antidiabetic,Capsule,63 mg,Bristol-Myers Squibb Company,Depression,Over-the-Counter
Cefcillin,Antiviral,Tablet,164 mg,GlaxoSmithKline plc,Diabetes,Prescription
Dextrophen,Antiseptic,Syrup,11 mg,Roche Holding AG,Wound,Prescription
Dextromycin,Antiviral,Ointment,786 mg,Takeda Pharmaceutical Company Limited,Fever,Over-the-Counter
Ibuproprofen,Antibiotic,Tablet,866 mg,AstraZeneca plc,Wound,Prescription
Dolostatin,Antiviral,Drops,368 mg,Eli Lilly and Company,Diabetes,Prescription
Clarimet,Antidepressant,Ointment,408 mg,Bayer AG,Wound,Over-the-Counter
Acetocillin,Antidepressant,Capsule,129 mg,Novo Nordisk A/S,Pain,Over-the-Counter
Dolostatin,Antidiabetic,Drops,904 mg,Takeda Pharmaceutical Company Limited,Wound,Over-the-Counter
Amoxivir,Antidiabetic,Cream,71 mg,Roche Holding AG,Depression,Over-the-Counter
Dextrophen,Analgesic,Cream,140 mg,Bayer AG,Infection,Over-the-Counter
Cefmet,Antipyretic,Drops,927 mg,Eli Lilly and Company,Infection,Prescription
Dextroprofen,Antidepressant,Drops,389 mg,"Merck & Co., Inc.",Diabetes,Over-the-Counter
Dextronazole,Antidiabetic,Capsule,838 mg,"Merck & Co., Inc.",Fever,Over-the-Counter
Clariprofen,Analgesic,Injection,840 mg,Takeda Pharmaceutical Company Limited,Depression,Over-the-Counter
Acetophen,Antifungal,Inhaler,717 mg,Pfizer Inc.,Depression,Prescription
Ibuprocillin,Antidepressant,Ointment,475 mg,Biogen Inc.,Depression,Prescription
Ibupromet,Antidepressant,Syrup,308 mg,Amgen Inc.,Virus,Prescription
Dextronazole,Antifungal,Capsule,86 mg,AstraZeneca plc,Infection,Prescription
Amoximet,Antibiotic,Tablet,393 mg,Amgen Inc.,Infection,Prescription
Clariphen,Antidiabetic,Inhaler,605 mg,Bristol-Myers Squibb Company,Virus,Prescription
Metocillin,Antidepressant,Capsule,367 mg,Novo Nordisk A/S,Fever,Over-the-Counter
Dextrostatin,Antiviral,Injection,15 mg,AstraZeneca plc,Wound,Prescription
Acetostatin,Antifungal,Injection,913 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Prescription
Dextromycin,Antifungal,Ointment,14 mg,Amgen Inc.,Wound,Over-the-Counter
Metoprofen,Antiviral,Drops,717 mg,Takeda Pharmaceutical Company Limited,Infection,Prescription
Ibuprostatin,Antifungal,Capsule,227 mg,Biogen Inc.,Infection,Prescription
Dextrovir,Antidepressant,Ointment,205 mg,"Merck & Co., Inc.",Infection,Prescription
Dolomycin,Antifungal,Capsule,818 mg,Takeda Pharmaceutical Company Limited,Depression,Prescription
Cefstatin,Analgesic,Inhaler,167 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Prescription
Acetomycin,Antiseptic,Capsule,295 mg,Sanofi S.A.,Fever,Prescription
Clarivir,Antifungal,Drops,400 mg,Bayer AG,Depression,Over-the-Counter
Clarivir,Antibiotic,Tablet,284 mg,Teva Pharmaceutical Industries Ltd.,Depression,Prescription
Dextrophen,Antiviral,Cream,531 mg,AstraZeneca plc,Fever,Prescription
Claristatin,Antidepressant,Ointment,667 mg,Sanofi S.A.,Pain,Over-the-Counter
Dextroprofen,Antidepressant,Cream,43 mg,AbbVie Inc.,Infection,Over-the-Counter
Amoximet,Antidepressant,Syrup,189 mg,"Gilead Sciences, Inc.",Fungus,Over-the-Counter
Metophen,Antiseptic,Syrup,285 mg,Boehringer Ingelheim GmbH,Virus,Over-the-Counter
Dextrocillin,Antiseptic,Capsule,477 mg,Novo Nordisk A/S,Pain,Over-the-Counter
Cefvir,Antiseptic,Capsule,864 mg,GlaxoSmithKline plc,Infection,Prescription
Cefvir,Analgesic,Injection,424 mg,Bayer AG,Infection,Over-the-Counter
Dolocillin,Antidiabetic,Tablet,316 mg,Johnson & Johnson,Pain,Prescription
Cefnazole,Antipyretic,Injection,859 mg,Johnson & Johnson,Fungus,Over-the-Counter
Cefvir,Analgesic,Cream,559 mg,Boehringer Ingelheim GmbH,Depression,Prescription
Amoximycin,Antipyretic,Injection,412 mg,CSL Limited,Diabetes,Over-the-Counter
Claristatin,Antibiotic,Injection,343 mg,Boehringer Ingelheim GmbH,Fever,Prescription
Ibuproprofen,Antidepressant,Syrup,371 mg,Amgen Inc.,Fungus,Prescription
Clariphen,Antiseptic,Syrup,967 mg,AstraZeneca plc,Fungus,Over-the-Counter
Dolonazole,Antibiotic,Ointment,864 mg,Amgen Inc.,Virus,Over-the-Counter
Ibupronazole,Antidiabetic,Drops,137 mg,Biogen Inc.,Fungus,Prescription
Ibuprostatin,Antiviral,Drops,745 mg,Sanofi S.A.,Virus,Prescription
Amoxistatin,Antidiabetic,Drops,7 mg,Bristol-Myers Squibb Company,Virus,Prescription
Acetoprofen,Antidiabetic,Injection,923 mg,Johnson & Johnson,Fungus,Prescription
Dolophen,Antibiotic,Injection,819 mg,Roche Holding AG,Virus,Over-the-Counter
Acetonazole,Antifungal,Injection,945 mg,Johnson & Johnson,Wound,Prescription
Dextronazole,Antidepressant,Inhaler,693 mg,Novartis AG,Pain,Prescription
Amoxiphen,Antipyretic,Drops,995 mg,CSL Limited,Depression,Prescription
Dolomet,Antipyretic,Syrup,612 mg,"Merck & Co., Inc.",Fever,Prescription
Cefstatin,Antidepressant,Inhaler,673 mg,Novo Nordisk A/S,Fever,Over-the-Counter
Ibupromycin,Antidepressant,Capsule,52 mg,Takeda Pharmaceutical Company Limited,Wound,Prescription
Acetonazole,Antifungal,Drops,475 mg,Bayer AG,Depression,Prescription
Ibuprovir,Antiviral,Inhaler,841 mg,Roche Holding AG,Fever,Over-the-Counter
Acetocillin,Antidepressant,Injection,256 mg,AbbVie Inc.,Fever,Over-the-Counter
Amoxiprofen,Analgesic,Capsule,906 mg,Teva Pharmaceutical Industries Ltd.,Infection,Prescription
Acetophen,Antifungal,Ointment,272 mg,Novo Nordisk A/S,Wound,Over-the-Counter
Amoxiphen,Antidepressant,Ointment,21 mg,Roche Holding AG,Infection,Prescription
Clarinazole,Antiviral,Capsule,154 mg,AstraZeneca plc,Wound,Prescription
Dolostatin,Antipyretic,Tablet,490 mg,Novartis AG,Diabetes,Over-the-Counter
Cefmet,Antiviral,Inhaler,906 mg,GlaxoSmithKline plc,Fungus,Prescription
Dextrostatin,Antidiabetic,Cream,598 mg,GlaxoSmithKline plc,Infection,Prescription
Amoxiprofen,Antiviral,Ointment,664 mg,Sanofi S.A.,Wound,Prescription
Cefcillin,Antiseptic,Injection,217 mg,Novartis AG,Infection,Over-the-Counter
Dolocillin,Antiviral,Ointment,109 mg,Bayer AG,Fever,Prescription
Cefvir,Analgesic,Ointment,956 mg,Johnson & Johnson,Diabetes,Prescription
Metovir,Analgesic,Injection,938 mg,Novartis AG,Infection,Over-the-Counter
Dextronazole,Antibiotic,Syrup,149 mg,Novo Nordisk A/S,Diabetes,Over-the-Counter
Cefvir,Antifungal,Drops,259 mg,AbbVie Inc.,Depression,Over-the-Counter
Dextroprofen,Antibiotic,Ointment,314 mg,Boehringer Ingelheim GmbH,Pain,Over-the-Counter
Ibuprostatin,Antidiabetic,Capsule,100 mg,Teva Pharmaceutical Industries Ltd.,Virus,Prescription
Dolonazole,Antifungal,Cream,325 mg,Takeda Pharmaceutical Company Limited,Depression,Prescription
Acetocillin,Antiseptic,Inhaler,107 mg,Roche Holding AG,Wound,Prescription
Metomet,Antidiabetic,Cream,793 mg,Novartis AG,Virus,Prescription
Dextromycin,Antifungal,Ointment,921 mg,"Merck & Co., Inc.",Virus,Prescription
Cefphen,Analgesic,Ointment,563 mg,"Merck & Co., Inc.",Depression,Prescription
Amoximet,Antifungal,Syrup,806 mg,Boehringer Ingelheim GmbH,Virus,Over-the-Counter
Cefmet,Antifungal,Inhaler,935 mg,Teva Pharmaceutical Industries Ltd.,Virus,Over-the-Counter
Dolophen,Antifungal,Syrup,539 mg,Amgen Inc.,Depression,Over-the-Counter
Acetomet,Antifungal,Capsule,522 mg,CSL Limited,Diabetes,Prescription
Acetophen,Antifungal,Tablet,132 mg,GlaxoSmithKline plc,Pain,Over-the-Counter
Ibupronazole,Analgesic,Tablet,800 mg,"Gilead Sciences, Inc.",Fever,Prescription
Amoximet,Antiviral,Tablet,708 mg,GlaxoSmithKline plc,Wound,Over-the-Counter
Acetoprofen,Antiseptic,Tablet,627 mg,Amgen Inc.,Fungus,Over-the-Counter
Amoxistatin,Antiseptic,Injection,410 mg,GlaxoSmithKline plc,Pain,Over-the-Counter
Amoxistatin,Analgesic,Syrup,474 mg,Takeda Pharmaceutical Company Limited,Wound,Prescription
Cefmet,Antipyretic,Syrup,883 mg,"Merck & Co., Inc.",Depression,Over-the-Counter
Cefphen,Antifungal,Tablet,509 mg,Takeda Pharmaceutical Company Limited,Depression,Over-the-Counter
Claricillin,Antidiabetic,Tablet,734 mg,Novo Nordisk A/S,Virus,Prescription
Cefnazole,Antiviral,Capsule,790 mg,Roche Holding AG,Fungus,Over-the-Counter
Dextrocillin,Antidiabetic,Capsule,786 mg,Bayer AG,Fever,Prescription
Claricillin,Antibiotic,Inhaler,638 mg,CSL Limited,Fever,Over-the-Counter
Dolomet,Antiseptic,Capsule,924 mg,Bayer AG,Infection,Prescription
Dolostatin,Antipyretic,Inhaler,500 mg,CSL Limited,Diabetes,Over-the-Counter
Clariphen,Analgesic,Syrup,677 mg,Novartis AG,Fungus,Over-the-Counter
Acetomycin,Antidepressant,Drops,105 mg,Bristol-Myers Squibb Company,Virus,Over-the-Counter
Dextromet,Antidiabetic,Inhaler,463 mg,Takeda Pharmaceutical Company Limited,Virus,Prescription
Metovir,Antifungal,Drops,552 mg,Amgen Inc.,Infection,Over-the-Counter
Cefphen,Antidepressant,Injection,442 mg,Pfizer Inc.,Wound,Over-the-Counter
Amoxinazole,Antiseptic,Tablet,846 mg,Roche Holding AG,Fungus,Prescription
Clariprofen,Antidepressant,Syrup,963 mg,Boehringer Ingelheim GmbH,Infection,Prescription
Ibupronazole,Antibiotic,Capsule,257 mg,Bayer AG,Fever,Prescription
Clarivir,Antifungal,Capsule,744 mg,Roche Holding AG,Diabetes,Prescription
Amoxivir,Analgesic,Tablet,902 mg,GlaxoSmithKline plc,Diabetes,Over-the-Counter
Cefmycin,Antiviral,Cream,145 mg,Biogen Inc.,Diabetes,Prescription
Clarimet,Analgesic,Tablet,430 mg,AbbVie Inc.,Fever,Over-the-Counter
Clarimet,Antidiabetic,Injection,46 mg,Amgen Inc.,Virus,Over-the-Counter
Metomet,Antifungal,Injection,996 mg,Bayer AG,Diabetes,Over-the-Counter
Metovir,Antiviral,Cream,849 mg,Eli Lilly and Company,Infection,Over-the-Counter
Amoxiphen,Antifungal,Drops,343 mg,Roche Holding AG,Depression,Prescription
Claristatin,Antidiabetic,Cream,140 mg,Eli Lilly and Company,Diabetes,Prescription
Doloprofen,Antipyretic,Tablet,723 mg,Novartis AG,Virus,Over-the-Counter
Claristatin,Antipyretic,Cream,85 mg,Takeda Pharmaceutical Company Limited,Wound,Over-the-Counter
Amoxistatin,Antipyretic,Inhaler,411 mg,GlaxoSmithKline plc,Virus,Prescription
Amoxivir,Antifungal,Inhaler,299 mg,"Gilead Sciences, Inc.",Infection,Prescription
Dolonazole,Analgesic,Capsule,591 mg,GlaxoSmithKline plc,Virus,Prescription
Metovir,Antidepressant,Cream,363 mg,CSL Limited,Virus,Prescription
Acetomet,Antiseptic,Injection,267 mg,Amgen Inc.,Virus,Over-the-Counter
Acetophen,Analgesic,Injection,886 mg,Pfizer Inc.,Wound,Prescription
Ibupromet,Antidiabetic,Drops,935 mg,Takeda Pharmaceutical Company Limited,Virus,Prescription
Dextromet,Antibiotic,Drops,34 mg,Boehringer Ingelheim GmbH,Pain,Over-the-Counter
Ibuprophen,Analgesic,Syrup,905 mg,GlaxoSmithKline plc,Infection,Prescription
Acetomet,Antipyretic,Inhaler,871 mg,GlaxoSmithKline plc,Infection,Over-the-Counter
Cefphen,Antiseptic,Syrup,759 mg,Pfizer Inc.,Fever,Over-the-Counter
Cefphen,Antiseptic,Inhaler,929 mg,"Merck & Co., Inc.",Fungus,Over-the-Counter
Clariprofen,Antidepressant,Injection,557 mg,CSL Limited,Fever,Prescription
Cefmycin,Antibiotic,Tablet,689 mg,AstraZeneca plc,Wound,Over-the-Counter
Acetoprofen,Antidiabetic,Cream,267 mg,Eli Lilly and Company,Infection,Over-the-Counter
Metomycin,Antibiotic,Drops,759 mg,"Merck & Co., Inc.",Fever,Over-the-Counter
Metomet,Antiseptic,Tablet,327 mg,Biogen Inc.,Fungus,Over-the-Counter
Clarimet,Antiviral,Capsule,494 mg,"Merck & Co., Inc.",Fever,Over-the-Counter
Ibupronazole,Antipyretic,Tablet,45 mg,Takeda Pharmaceutical Company Limited,Virus,Over-the-Counter
Metonazole,Antiviral,Inhaler,790 mg,Boehringer Ingelheim GmbH,Fungus,Prescription
Ibuprocillin,Antidiabetic,Drops,29 mg,"Merck & Co., Inc.",Pain,Over-the-Counter
Acetonazole,Antipyretic,Capsule,202 mg,GlaxoSmithKline plc,Virus,Over-the-Counter
Dolomycin,Antipyretic,Ointment,219 mg,Novartis AG,Wound,Prescription
Ibuproprofen,Antidiabetic,Ointment,131 mg,Biogen Inc.,Wound,Prescription
Dolocillin,Antiviral,Inhaler,545 mg,Eli Lilly and Company,Virus,Prescription
Dolovir,Antidiabetic,Cream,281 mg,Sanofi S.A.,Diabetes,Over-the-Counter
Claricillin,Analgesic,Injection,395 mg,"Gilead Sciences, Inc.",Pain,Prescription
Acetocillin,Antiviral,Injection,68 mg,Sanofi S.A.,Pain,Prescription
Amoximycin,Antidepressant,Ointment,491 mg,Amgen Inc.,Virus,Prescription
Metoprofen,Antidepressant,Inhaler,308 mg,Novartis AG,Virus,Over-the-Counter
Metoprofen,Antiviral,Inhaler,771 mg,Johnson & Johnson,Wound,Prescription
Doloprofen,Antiseptic,Inhaler,171 mg,Boehringer Ingelheim GmbH,Fever,Prescription
Amoxistatin,Antidepressant,Tablet,156 mg,Takeda Pharmaceutical Company Limited,Virus,Prescription
Acetostatin,Antidiabetic,Syrup,853 mg,Biogen Inc.,Wound,Over-the-Counter
Amoxinazole,Antidepressant,Capsule,273 mg,Eli Lilly and Company,Wound,Prescription
Dolovir,Antiseptic,Injection,808 mg,Roche Holding AG,Fungus,Over-the-Counter
Clarinazole,Antidepressant,Ointment,220 mg,Novartis AG,Fever,Prescription
Cefnazole,Antidepressant,Tablet,539 mg,Roche Holding AG,Fever,Over-the-Counter
Amoxinazole,Antiseptic,Tablet,204 mg,Johnson & Johnson,Fever,Over-the-Counter
Acetocillin,Analgesic,Tablet,554 mg,Amgen Inc.,Fever,Prescription
Dolocillin,Antibiotic,Drops,824 mg,Roche Holding AG,Fever,Over-the-Counter
Acetomet,Antiviral,Tablet,110 mg,"Gilead Sciences, Inc.",Wound,Prescription
Dextronazole,Analgesic,Drops,900 mg,AstraZeneca plc,Virus,Prescription
Cefphen,Antipyretic,Syrup,536 mg,Sanofi S.A.,Fever,Prescription
Ibuprophen,Analgesic,Tablet,581 mg,Takeda Pharmaceutical Company Limited,Fungus,Over-the-Counter
Claricillin,Antibiotic,Cream,8 mg,GlaxoSmithKline plc,Virus,Over-the-Counter
Clarimycin,Analgesic,Tablet,659 mg,Bayer AG,Depression,Over-the-Counter
Cefmet,Antipyretic,Injection,161 mg,CSL Limited,Infection,Prescription
Cefvir,Antidiabetic,Injection,978 mg,Novo Nordisk A/S,Wound,Prescription
Metomet,Antifungal,Syrup,224 mg,Eli Lilly and Company,Fever,Prescription
Ibuproprofen,Antidiabetic,Capsule,690 mg,CSL Limited,Depression,Over-the-Counter
Cefstatin,Antiseptic,Injection,493 mg,Pfizer Inc.,Wound,Over-the-Counter
Dextronazole,Analgesic,Ointment,44 mg,Boehringer Ingelheim GmbH,Diabetes,Over-the-Counter
Dolomycin,Antifungal,Inhaler,662 mg,AbbVie Inc.,Virus,Over-the-Counter
Acetophen,Antibiotic,Inhaler,510 mg,GlaxoSmithKline plc,Virus,Prescription
Amoximet,Antipyretic,Syrup,964 mg,Takeda Pharmaceutical Company Limited,Fever,Over-the-Counter
Claricillin,Antiseptic,Inhaler,641 mg,Bristol-Myers Squibb Company,Fungus,Over-the-Counter
Dextrovir,Antibiotic,Capsule,257 mg,AbbVie Inc.,Infection,Prescription
Dextromet,Antidepressant,Drops,989 mg,GlaxoSmithKline plc,Wound,Prescription
Dextronazole,Antidiabetic,Tablet,662 mg,Novartis AG,Fungus,Over-the-Counter
Claricillin,Antipyretic,Inhaler,382 mg,"Merck & Co., Inc.",Wound,Prescription
Metovir,Antidepressant,Cream,442 mg,Boehringer Ingelheim GmbH,Infection,Prescription
Amoximycin,Antiviral,Capsule,882 mg,Amgen Inc.,Pain,Over-the-Counter
Doloprofen,Antipyretic,Inhaler,424 mg,Johnson & Johnson,Infection,Over-the-Counter
Metomycin,Antipyretic,Inhaler,384 mg,Pfizer Inc.,Fungus,Prescription
Dextrophen,Antibiotic,Cream,413 mg,Novo Nordisk A/S,Fever,Prescription
Claricillin,Antifungal,Cream,822 mg,Bayer AG,Fungus,Over-the-Counter
Cefcillin,Analgesic,Cream,753 mg,Novartis AG,Pain,Over-the-Counter
Clarinazole,Antidepressant,Syrup,489 mg,GlaxoSmithKline plc,Virus,Prescription
Acetomycin,Analgesic,Capsule,348 mg,AbbVie Inc.,Depression,Over-the-Counter
Claricillin,Antibiotic,Capsule,289 mg,"Gilead Sciences, Inc.",Fever,Over-the-Counter
Ibupromet,Antidepressant,Injection,86 mg,Bristol-Myers Squibb Company,Wound,Prescription
Ibuproprofen,Analgesic,Syrup,399 mg,Boehringer Ingelheim GmbH,Virus,Over-the-Counter
Amoxistatin,Antifungal,Syrup,54 mg,Teva Pharmaceutical Industries Ltd.,Wound,Prescription
Ibupromet,Antidepressant,Cream,85 mg,Sanofi S.A.,Fungus,Over-the-Counter
Metostatin,Antidiabetic,Cream,824 mg,Biogen Inc.,Depression,Over-the-Counter
Acetostatin,Antiviral,Injection,800 mg,CSL Limited,Diabetes,Prescription
Claristatin,Antiviral,Ointment,313 mg,Bayer AG,Depression,Prescription
Acetoprofen,Antipyretic,Cream,907 mg,Novo Nordisk A/S,Fungus,Over-the-Counter
Ibuprovir,Antipyretic,Cream,921 mg,Roche Holding AG,Depression,Over-the-Counter
Dextrovir,Antiviral,Capsule,27 mg,Novartis AG,Diabetes,Prescription
Dextromycin,Antiseptic,Capsule,823 mg,GlaxoSmithKline plc,Depression,Prescription
Dextrophen,Antifungal,Capsule,624 mg,Teva Pharmaceutical Industries Ltd.,Depression,Over-the-Counter
Acetomycin,Antidiabetic,Capsule,332 mg,AstraZeneca plc,Virus,Over-the-Counter
Metovir,Antifungal,Capsule,622 mg,Sanofi S.A.,Fever,Prescription
Ibuprocillin,Analgesic,Ointment,548 mg,"Merck & Co., Inc.",Virus,Prescription
Acetovir,Antiviral,Syrup,879 mg,Novo Nordisk A/S,Diabetes,Over-the-Counter
Dextromycin,Antibiotic,Inhaler,166 mg,Bayer AG,Diabetes,Over-the-Counter
Dextromycin,Antipyretic,Capsule,123 mg,"Merck & Co., Inc.",Depression,Over-the-Counter
Ibupromycin,Antipyretic,Capsule,548 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Prescription
Amoxinazole,Antifungal,Injection,773 mg,Bayer AG,Infection,Prescription
